Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
9	882	1	98	1.0	1.0	98.0	98.0	7	686	1	98	1.0	0.875	98.0	85.75	ping
9	882	1	98	1.0	1.0	98.0	98.0	8	784	1	98	1.0	0.888888888889	98.0	87.1111111111	ping
10	980	1	98	1.0	1.0	98.0	98.0	8	784	1	98	1.0	0.888888888889	98.0	87.1111111111	ping
10	980	1	98	1.0	1.0	98.0	98.0	9	882	1	98	1.0	0.9	98.0	88.2	ping
11	1078	1	98	1.0	1.0	98.0	98.0	9	882	1	98	1.0	0.9	98.0	88.2	ping
11	1078	1	98	1.0	1.0	98.0	98.0	10	980	1	98	1.0	0.909090909091	98.0	89.0909090909	ping
12	1176	1	98	1.0	1.0	98.0	98.0	10	980	1	98	1.0	0.909090909091	98.0	89.0909090909	ping
12	1176	1	98	1.0	1.0	98.0	98.0	11	1078	1	98	1.0	0.916666666667	98.0	89.8333333333	ping
14	1316	2	140	2.0	1.07692307692	140.0	101.230769231	11	1078	1	98	1.0	0.916666666667	98.0	89.8333333333	ping
14	1316	2	140	2.0	1.07692307692	140.0	101.230769231	13	1218	2	140	2.0	1.0	140.0	93.6923076923	ping
15	1414	1	98	1.0	1.07142857143	98.0	101.0	13	1218	2	140	2.0	1.0	140.0	93.6923076923	ping
15	1414	1	98	1.0	1.07142857143	98.0	101.0	14	1316	1	98	1.0	1.0	98.0	94.0	ping
16	1512	1	98	1.0	1.06666666667	98.0	100.8	14	1316	1	98	1.0	1.0	98.0	94.0	ping
16	1512	1	98	1.0	1.06666666667	98.0	100.8	15	1414	1	98	1.0	1.0	98.0	94.2666666667	ping
17	1610	1	98	1.0	1.0625	98.0	100.625	15	1414	1	98	1.0	1.0	98.0	94.2666666667	ping
17	1610	1	98	1.0	1.0625	98.0	100.625	16	1512	1	98	1.0	1.0	98.0	94.5	ping
18	1708	1	98	1.0	1.05882352941	98.0	100.470588235	16	1512	1	98	1.0	1.0	98.0	94.5	ping
18	1708	1	98	1.0	1.05882352941	98.0	100.470588235	17	1610	1	98	1.0	1.0	98.0	94.7058823529	ping
19	1806	1	98	1.0	1.05555555556	98.0	100.333333333	17	1610	1	98	1.0	1.0	98.0	94.7058823529	ping
19	1806	1	98	1.0	1.05555555556	98.0	100.333333333	18	1708	1	98	1.0	1.0	98.0	94.8888888889	ping
20	1904	1	98	1.0	1.05263157895	98.0	100.210526316	18	1708	1	98	1.0	1.0	98.0	94.8888888889	ping
20	1904	1	98	1.0	1.05263157895	98.0	100.210526316	19	1806	1	98	1.0	1.0	98.0	95.0526315789	ping
21	2002	1	98	1.0	1.05	98.0	100.1	19	1806	1	98	1.0	1.0	98.0	95.0526315789	ping
21	2002	1	98	1.0	1.05	98.0	100.1	20	1904	1	98	1.0	1.0	98.0	95.2	ping
22	2100	1	98	1.0	1.04761904762	98.0	100.0	20	1904	1	98	1.0	1.0	98.0	95.2	ping
22	2100	1	98	1.0	1.04761904762	98.0	100.0	21	2002	1	98	1.0	1.0	98.0	95.3333333333	ping
23	2198	1	98	1.0	1.04545454545	98.0	99.9090909091	21	2002	1	98	1.0	1.0	98.0	95.3333333333	ping
23	2198	1	98	1.0	1.04545454545	98.0	99.9090909091	22	2100	1	98	1.0	1.0	98.0	95.4545454545	ping
24	2296	1	98	1.0	1.04347826087	98.0	99.8260869565	22	2100	1	98	1.0	1.0	98.0	95.4545454545	ping
24	2296	1	98	1.0	1.04347826087	98.0	99.8260869565	23	2198	1	98	1.0	1.0	98.0	95.5652173913	ping
25	2394	1	98	1.0	1.04166666667	98.0	99.75	23	2198	1	98	1.0	1.0	98.0	95.5652173913	ping
25	2394	1	98	1.0	1.04166666667	98.0	99.75	24	2296	1	98	1.0	1.0	98.0	95.6666666667	ping
26	2492	1	98	1.0	1.04	98.0	99.68	24	2296	1	98	1.0	1.0	98.0	95.6666666667	ping
26	2492	1	98	1.0	1.04	98.0	99.68	25	2394	1	98	1.0	1.0	98.0	95.76	ping
27	2590	1	98	1.0	1.03846153846	98.0	99.6153846154	25	2394	1	98	1.0	1.0	98.0	95.76	ping
27	2590	1	98	1.0	1.03846153846	98.0	99.6153846154	26	2492	1	98	1.0	1.0	98.0	95.8461538462	ping
28	2688	1	98	1.0	1.03703703704	98.0	99.5555555556	26	2492	1	98	1.0	1.0	98.0	95.8461538462	ping
28	2688	1	98	1.0	1.03703703704	98.0	99.5555555556	27	2590	1	98	1.0	1.0	98.0	95.9259259259	ping
29	2786	1	98	1.0	1.03571428571	98.0	99.5	27	2590	1	98	1.0	1.0	98.0	95.9259259259	ping
29	2786	1	98	1.0	1.03571428571	98.0	99.5	28	2688	1	98	1.0	1.0	98.0	96.0	ping
30	2884	1	98	1.0	1.03448275862	98.0	99.4482758621	28	2688	1	98	1.0	1.0	98.0	96.0	ping
30	2884	1	98	1.0	1.03448275862	98.0	99.4482758621	29	2786	1	98	1.0	1.0	98.0	96.0689655172	ping
31	2982	1	98	1.0	1.03333333333	98.0	99.4	29	2786	1	98	1.0	1.0	98.0	96.0689655172	ping
31	2982	1	98	1.0	1.03333333333	98.0	99.4	30	2884	1	98	1.0	1.0	98.0	96.1333333333	ping
32	3080	1	98	1.0	1.03225806452	98.0	99.3548387097	30	2884	1	98	1.0	1.0	98.0	96.1333333333	ping
32	3080	1	98	1.0	1.03225806452	98.0	99.3548387097	31	2982	1	98	1.0	1.0	98.0	96.1935483871	ping
33	3178	1	98	1.0	1.03125	98.0	99.3125	31	2982	1	98	1.0	1.0	98.0	96.1935483871	ping
33	3178	1	98	1.0	1.03125	98.0	99.3125	32	3080	1	98	1.0	1.0	98.0	96.25	ping
34	3276	1	98	1.0	1.0303030303	98.0	99.2727272727	32	3080	1	98	1.0	1.0	98.0	96.25	ping
34	3276	1	98	1.0	1.0303030303	98.0	99.2727272727	33	3178	1	98	1.0	1.0	98.0	96.303030303	ping
35	3374	1	98	1.0	1.02941176471	98.0	99.2352941176	33	3178	1	98	1.0	1.0	98.0	96.303030303	ping
35	3374	1	98	1.0	1.02941176471	98.0	99.2352941176	34	3276	1	98	1.0	1.0	98.0	96.3529411765	ping
36	3472	1	98	1.0	1.02857142857	98.0	99.2	34	3276	1	98	1.0	1.0	98.0	96.3529411765	ping
36	3472	1	98	1.0	1.02857142857	98.0	99.2	35	3374	1	98	1.0	1.0	98.0	96.4	ping
37	3570	1	98	1.0	1.02777777778	98.0	99.1666666667	35	3374	1	98	1.0	1.0	98.0	96.4	ping
37	3570	1	98	1.0	1.02777777778	98.0	99.1666666667	36	3472	1	98	1.0	1.0	98.0	96.4444444444	ping
38	3668	1	98	1.0	1.02702702703	98.0	99.1351351351	36	3472	1	98	1.0	1.0	98.0	96.4444444444	ping
38	3668	1	98	1.0	1.02702702703	98.0	99.1351351351	37	3570	1	98	1.0	1.0	98.0	96.4864864865	ping
39	3766	1	98	1.0	1.02631578947	98.0	99.1052631579	37	3570	1	98	1.0	1.0	98.0	96.4864864865	ping
39	3766	1	98	1.0	1.02631578947	98.0	99.1052631579	38	3668	1	98	1.0	1.0	98.0	96.5263157895	ping
40	3864	1	98	1.0	1.02564102564	98.0	99.0769230769	38	3668	1	98	1.0	1.0	98.0	96.5263157895	ping
40	3864	1	98	1.0	1.02564102564	98.0	99.0769230769	39	3766	1	98	1.0	1.0	98.0	96.5641025641	ping
41	3962	1	98	1.0	1.025	98.0	99.05	39	3766	1	98	1.0	1.0	98.0	96.5641025641	ping
41	3962	1	98	1.0	1.025	98.0	99.05	40	3864	1	98	1.0	1.0	98.0	96.6	ping
42	4060	1	98	1.0	1.0243902439	98.0	99.0243902439	40	3864	1	98	1.0	1.0	98.0	96.6	ping
42	4060	1	98	1.0	1.0243902439	98.0	99.0243902439	41	3962	1	98	1.0	1.0	98.0	96.6341463415	ping
43	4158	1	98	1.0	1.02380952381	98.0	99.0	41	3962	1	98	1.0	1.0	98.0	96.6341463415	ping
43	4158	1	98	1.0	1.02380952381	98.0	99.0	42	4060	1	98	1.0	1.0	98.0	96.6666666667	ping
44	4256	1	98	1.0	1.02325581395	98.0	98.976744186	42	4060	1	98	1.0	1.0	98.0	96.6666666667	ping
44	4256	1	98	1.0	1.02325581395	98.0	98.976744186	43	4158	1	98	1.0	1.0	98.0	96.6976744186	ping
46	4396	2	140	2.0	1.04545454545	140.0	99.9090909091	43	4158	1	98	1.0	1.0	98.0	96.6976744186	ping
46	4396	2	140	2.0	1.04545454545	140.0	99.9090909091	45	4298	2	140	2.0	1.02272727273	140.0	97.6818181818	ping
47	4494	1	98	1.0	1.04444444444	98.0	99.8666666667	45	4298	2	140	2.0	1.02272727273	140.0	97.6818181818	ping
47	4494	1	98	1.0	1.04444444444	98.0	99.8666666667	46	4396	1	98	1.0	1.02222222222	98.0	97.6888888889	ping
48	4592	1	98	1.0	1.04347826087	98.0	99.8260869565	46	4396	1	98	1.0	1.02222222222	98.0	97.6888888889	ping
48	4592	1	98	1.0	1.04347826087	98.0	99.8260869565	47	4494	1	98	1.0	1.02173913043	98.0	97.6956521739	ping
49	4690	1	98	1.0	1.04255319149	98.0	99.7872340426	47	4494	1	98	1.0	1.02173913043	98.0	97.6956521739	ping
49	4690	1	98	1.0	1.04255319149	98.0	99.7872340426	48	4592	1	98	1.0	1.02127659574	98.0	97.7021276596	ping
50	4788	1	98	1.0	1.04166666667	98.0	99.75	48	4592	1	98	1.0	1.02127659574	98.0	97.7021276596	ping
50	4788	1	98	1.0	1.04166666667	98.0	99.75	49	4690	1	98	1.0	1.02083333333	98.0	97.7083333333	ping
51	4886	1	98	1.0	1.04081632653	98.0	99.7142857143	49	4690	1	98	1.0	1.02083333333	98.0	97.7083333333	ping
51	4886	1	98	1.0	1.04081632653	98.0	99.7142857143	50	4788	1	98	1.0	1.02040816327	98.0	97.7142857143	ping
52	4984	1	98	1.0	1.04	98.0	99.68	50	4788	1	98	1.0	1.02040816327	98.0	97.7142857143	ping
52	4984	1	98	1.0	1.04	98.0	99.68	51	4886	1	98	1.0	1.02	98.0	97.72	ping
53	5082	1	98	1.0	1.03921568627	98.0	99.6470588235	51	4886	1	98	1.0	1.02	98.0	97.72	ping
53	5082	1	98	1.0	1.03921568627	98.0	99.6470588235	52	4984	1	98	1.0	1.01960784314	98.0	97.7254901961	ping
54	5180	1	98	1.0	1.03846153846	98.0	99.6153846154	52	4984	1	98	1.0	1.01960784314	98.0	97.7254901961	ping
54	5180	1	98	1.0	1.03846153846	98.0	99.6153846154	53	5082	1	98	1.0	1.01923076923	98.0	97.7307692308	ping
55	5278	1	98	1.0	1.03773584906	98.0	99.5849056604	53	5082	1	98	1.0	1.01923076923	98.0	97.7307692308	ping
55	5278	1	98	1.0	1.03773584906	98.0	99.5849056604	54	5180	1	98	1.0	1.01886792453	98.0	97.7358490566	ping
56	5376	1	98	1.0	1.03703703704	98.0	99.5555555556	54	5180	1	98	1.0	1.01886792453	98.0	97.7358490566	ping
56	5376	1	98	1.0	1.03703703704	98.0	99.5555555556	55	5278	1	98	1.0	1.01851851852	98.0	97.7407407407	ping
57	5474	1	98	1.0	1.03636363636	98.0	99.5272727273	55	5278	1	98	1.0	1.01851851852	98.0	97.7407407407	ping
57	5474	1	98	1.0	1.03636363636	98.0	99.5272727273	56	5376	1	98	1.0	1.01818181818	98.0	97.7454545455	ping
58	5572	1	98	1.0	1.03571428571	98.0	99.5	56	5376	1	98	1.0	1.01818181818	98.0	97.7454545455	ping
58	5572	1	98	1.0	1.03571428571	98.0	99.5	57	5474	1	98	1.0	1.01785714286	98.0	97.75	ping
59	5670	1	98	1.0	1.0350877193	98.0	99.4736842105	57	5474	1	98	1.0	1.01785714286	98.0	97.75	ping
59	5670	1	98	1.0	1.0350877193	98.0	99.4736842105	58	5572	1	98	1.0	1.01754385965	98.0	97.7543859649	ping
60	5768	1	98	1.0	1.03448275862	98.0	99.4482758621	58	5572	1	98	1.0	1.01754385965	98.0	97.7543859649	ping
60	5768	1	98	1.0	1.03448275862	98.0	99.4482758621	59	5670	1	98	1.0	1.01724137931	98.0	97.7586206897	ping
61	5866	1	98	1.0	1.03389830508	98.0	99.4237288136	59	5670	1	98	1.0	1.01724137931	98.0	97.7586206897	ping
61	5866	1	98	1.0	1.03389830508	98.0	99.4237288136	60	5768	1	98	1.0	1.01694915254	98.0	97.7627118644	ping
62	5964	1	98	1.0	1.03333333333	98.0	99.4	60	5768	1	98	1.0	1.01694915254	98.0	97.7627118644	ping
62	5964	1	98	1.0	1.03333333333	98.0	99.4	61	5866	1	98	1.0	1.01666666667	98.0	97.7666666667	ping
63	6062	1	98	1.0	1.03278688525	98.0	99.3770491803	61	5866	1	98	1.0	1.01666666667	98.0	97.7666666667	ping
63	6062	1	98	1.0	1.03278688525	98.0	99.3770491803	62	5964	1	98	1.0	1.01639344262	98.0	97.7704918033	ping
64	6160	1	98	1.0	1.03225806452	98.0	99.3548387097	62	5964	1	98	1.0	1.01639344262	98.0	97.7704918033	ping
64	6160	1	98	1.0	1.03225806452	98.0	99.3548387097	63	6062	1	98	1.0	1.01612903226	98.0	97.7741935484	ping
65	6258	1	98	1.0	1.03174603175	98.0	99.3333333333	63	6062	1	98	1.0	1.01612903226	98.0	97.7741935484	ping
65	6258	1	98	1.0	1.03174603175	98.0	99.3333333333	64	6160	1	98	1.0	1.01587301587	98.0	97.7777777778	ping
66	6356	1	98	1.0	1.03125	98.0	99.3125	64	6160	1	98	1.0	1.01587301587	98.0	97.7777777778	ping
66	6356	1	98	1.0	1.03125	98.0	99.3125	65	6258	1	98	1.0	1.015625	98.0	97.78125	ping
67	6454	1	98	1.0	1.03076923077	98.0	99.2923076923	65	6258	1	98	1.0	1.015625	98.0	97.78125	ping
67	6454	1	98	1.0	1.03076923077	98.0	99.2923076923	66	6356	1	98	1.0	1.01538461538	98.0	97.7846153846	ping
68	6552	1	98	1.0	1.0303030303	98.0	99.2727272727	66	6356	1	98	1.0	1.01538461538	98.0	97.7846153846	ping
68	6552	1	98	1.0	1.0303030303	98.0	99.2727272727	67	6454	1	98	1.0	1.01515151515	98.0	97.7878787879	ping
69	6650	1	98	1.0	1.02985074627	98.0	99.2537313433	67	6454	1	98	1.0	1.01515151515	98.0	97.7878787879	ping
69	6650	1	98	1.0	1.02985074627	98.0	99.2537313433	68	6552	1	98	1.0	1.01492537313	98.0	97.7910447761	ping
70	6748	1	98	1.0	1.02941176471	98.0	99.2352941176	68	6552	1	98	1.0	1.01492537313	98.0	97.7910447761	ping
70	6748	1	98	1.0	1.02941176471	98.0	99.2352941176	69	6650	1	98	1.0	1.01470588235	98.0	97.7941176471	ping
71	6846	1	98	1.0	1.02898550725	98.0	99.2173913043	69	6650	1	98	1.0	1.01470588235	98.0	97.7941176471	ping
71	6846	1	98	1.0	1.02898550725	98.0	99.2173913043	70	6748	1	98	1.0	1.01449275362	98.0	97.7971014493	ping
72	6944	1	98	1.0	1.02857142857	98.0	99.2	70	6748	1	98	1.0	1.01449275362	98.0	97.7971014493	ping
72	6944	1	98	1.0	1.02857142857	98.0	99.2	71	6846	1	98	1.0	1.01428571429	98.0	97.8	ping
73	7042	1	98	1.0	1.02816901408	98.0	99.1830985915	71	6846	1	98	1.0	1.01428571429	98.0	97.8	ping
73	7042	1	98	1.0	1.02816901408	98.0	99.1830985915	72	6944	1	98	1.0	1.01408450704	98.0	97.8028169014	ping
74	7140	1	98	1.0	1.02777777778	98.0	99.1666666667	72	6944	1	98	1.0	1.01408450704	98.0	97.8028169014	ping
74	7140	1	98	1.0	1.02777777778	98.0	99.1666666667	73	7042	1	98	1.0	1.01388888889	98.0	97.8055555556	ping
75	7238	1	98	1.0	1.02739726027	98.0	99.1506849315	73	7042	1	98	1.0	1.01388888889	98.0	97.8055555556	ping
75	7238	1	98	1.0	1.02739726027	98.0	99.1506849315	74	7140	1	98	1.0	1.01369863014	98.0	97.8082191781	ping
76	7336	1	98	1.0	1.02702702703	98.0	99.1351351351	74	7140	1	98	1.0	1.01369863014	98.0	97.8082191781	ping
76	7336	1	98	1.0	1.02702702703	98.0	99.1351351351	75	7238	1	98	1.0	1.01351351351	98.0	97.8108108108	ping
78	7476	2	140	2.0	1.04	140.0	99.68	75	7238	1	98	1.0	1.01351351351	98.0	97.8108108108	ping
78	7476	2	140	2.0	1.04	140.0	99.68	77	7378	2	140	2.0	1.02666666667	140.0	98.3733333333	ping
79	7574	1	98	1.0	1.03947368421	98.0	99.6578947368	77	7378	2	140	2.0	1.02666666667	140.0	98.3733333333	ping
79	7574	1	98	1.0	1.03947368421	98.0	99.6578947368	78	7476	1	98	1.0	1.02631578947	98.0	98.3684210526	ping
80	7672	1	98	1.0	1.03896103896	98.0	99.6363636364	78	7476	1	98	1.0	1.02631578947	98.0	98.3684210526	ping
80	7672	1	98	1.0	1.03896103896	98.0	99.6363636364	79	7574	1	98	1.0	1.02597402597	98.0	98.3636363636	ping
81	7770	1	98	1.0	1.03846153846	98.0	99.6153846154	79	7574	1	98	1.0	1.02597402597	98.0	98.3636363636	ping
81	7770	1	98	1.0	1.03846153846	98.0	99.6153846154	80	7672	1	98	1.0	1.02564102564	98.0	98.358974359	ping
82	7868	1	98	1.0	1.03797468354	98.0	99.5949367089	80	7672	1	98	1.0	1.02564102564	98.0	98.358974359	ping
82	7868	1	98	1.0	1.03797468354	98.0	99.5949367089	81	7770	1	98	1.0	1.0253164557	98.0	98.3544303797	ping
83	7966	1	98	1.0	1.0375	98.0	99.575	81	7770	1	98	1.0	1.0253164557	98.0	98.3544303797	ping
83	7966	1	98	1.0	1.0375	98.0	99.575	82	7868	1	98	1.0	1.025	98.0	98.35	ping
84	8064	1	98	1.0	1.03703703704	98.0	99.5555555556	82	7868	1	98	1.0	1.025	98.0	98.35	ping
84	8064	1	98	1.0	1.03703703704	98.0	99.5555555556	83	7966	1	98	1.0	1.02469135802	98.0	98.3456790123	ping
85	8162	1	98	1.0	1.03658536585	98.0	99.5365853659	83	7966	1	98	1.0	1.02469135802	98.0	98.3456790123	ping
85	8162	1	98	1.0	1.03658536585	98.0	99.5365853659	84	8064	1	98	1.0	1.0243902439	98.0	98.3414634146	ping
86	8260	1	98	1.0	1.03614457831	98.0	99.5180722892	84	8064	1	98	1.0	1.0243902439	98.0	98.3414634146	ping
86	8260	1	98	1.0	1.03614457831	98.0	99.5180722892	85	8162	1	98	1.0	1.02409638554	98.0	98.3373493976	ping
87	8358	1	98	1.0	1.03571428571	98.0	99.5	85	8162	1	98	1.0	1.02409638554	98.0	98.3373493976	ping
87	8358	1	98	1.0	1.03571428571	98.0	99.5	86	8260	1	98	1.0	1.02380952381	98.0	98.3333333333	ping
88	8456	1	98	1.0	1.03529411765	98.0	99.4823529412	86	8260	1	98	1.0	1.02380952381	98.0	98.3333333333	ping
88	8456	1	98	1.0	1.03529411765	98.0	99.4823529412	87	8358	1	98	1.0	1.02352941176	98.0	98.3294117647	ping
89	8554	1	98	1.0	1.03488372093	98.0	99.4651162791	87	8358	1	98	1.0	1.02352941176	98.0	98.3294117647	ping
89	8554	1	98	1.0	1.03488372093	98.0	99.4651162791	88	8456	1	98	1.0	1.02325581395	98.0	98.3255813953	ping
90	8652	1	98	1.0	1.03448275862	98.0	99.4482758621	88	8456	1	98	1.0	1.02325581395	98.0	98.3255813953	ping
90	8652	1	98	1.0	1.03448275862	98.0	99.4482758621	89	8554	1	98	1.0	1.02298850575	98.0	98.3218390805	ping
91	8750	1	98	1.0	1.03409090909	98.0	99.4318181818	89	8554	1	98	1.0	1.02298850575	98.0	98.3218390805	ping
91	8750	1	98	1.0	1.03409090909	98.0	99.4318181818	90	8652	1	98	1.0	1.02272727273	98.0	98.3181818182	ping
92	8848	1	98	1.0	1.03370786517	98.0	99.4157303371	90	8652	1	98	1.0	1.02272727273	98.0	98.3181818182	ping
92	8848	1	98	1.0	1.03370786517	98.0	99.4157303371	91	8750	1	98	1.0	1.02247191011	98.0	98.3146067416	ping
93	8946	1	98	1.0	1.03333333333	98.0	99.4	91	8750	1	98	1.0	1.02247191011	98.0	98.3146067416	ping
93	8946	1	98	1.0	1.03333333333	98.0	99.4	92	8848	1	98	1.0	1.02222222222	98.0	98.3111111111	ping
94	9044	1	98	1.0	1.03296703297	98.0	99.3846153846	92	8848	1	98	1.0	1.02222222222	98.0	98.3111111111	ping
94	9044	1	98	1.0	1.03296703297	98.0	99.3846153846	93	8946	1	98	1.0	1.02197802198	98.0	98.3076923077	ping
95	9142	1	98	1.0	1.03260869565	98.0	99.3695652174	93	8946	1	98	1.0	1.02197802198	98.0	98.3076923077	ping
95	9142	1	98	1.0	1.03260869565	98.0	99.3695652174	94	9044	1	98	1.0	1.02173913043	98.0	98.3043478261	ping
96	9240	1	98	1.0	1.03225806452	98.0	99.3548387097	94	9044	1	98	1.0	1.02173913043	98.0	98.3043478261	ping
96	9240	1	98	1.0	1.03225806452	98.0	99.3548387097	95	9142	1	98	1.0	1.02150537634	98.0	98.3010752688	ping
97	9338	1	98	1.0	1.03191489362	98.0	99.3404255319	95	9142	1	98	1.0	1.02150537634	98.0	98.3010752688	ping
97	9338	1	98	1.0	1.03191489362	98.0	99.3404255319	96	9240	1	98	1.0	1.02127659574	98.0	98.2978723404	ping
98	9436	1	98	1.0	1.03157894737	98.0	99.3263157895	96	9240	1	98	1.0	1.02127659574	98.0	98.2978723404	ping
98	9436	1	98	1.0	1.03157894737	98.0	99.3263157895	97	9338	1	98	1.0	1.02105263158	98.0	98.2947368421	ping
99	9534	1	98	1.0	1.03125	98.0	99.3125	97	9338	1	98	1.0	1.02105263158	98.0	98.2947368421	ping
99	9534	1	98	1.0	1.03125	98.0	99.3125	98	9436	1	98	1.0	1.02083333333	98.0	98.2916666667	ping
100	9632	1	98	1.0	1.03092783505	98.0	99.2989690722	98	9436	1	98	1.0	1.02083333333	98.0	98.2916666667	ping
100	9632	1	98	1.0	1.03092783505	98.0	99.2989690722	99	9534	1	98	1.0	1.0206185567	98.0	98.2886597938	ping
101	9730	1	98	1.0	1.0306122449	98.0	99.2857142857	99	9534	1	98	1.0	1.0206185567	98.0	98.2886597938	ping
101	9730	1	98	1.0	1.0306122449	98.0	99.2857142857	100	9632	1	98	1.0	1.02040816327	98.0	98.2857142857	ping
102	9828	1	98	1.0	1.0303030303	98.0	99.2727272727	100	9632	1	98	1.0	1.02040816327	98.0	98.2857142857	ping
102	9828	1	98	1.0	1.0303030303	98.0	99.2727272727	101	9730	1	98	1.0	1.0202020202	98.0	98.2828282828	ping
103	9926	1	98	1.0	1.03	98.0	99.26	101	9730	1	98	1.0	1.0202020202	98.0	98.2828282828	ping
103	9926	1	98	1.0	1.03	98.0	99.26	102	9828	1	98	1.0	1.02	98.0	98.28	ping
104	10024	1	98	1.0	1.0297029703	98.0	99.2475247525	102	9828	1	98	1.0	1.02	98.0	98.28	ping
104	10024	1	98	1.0	1.0297029703	98.0	99.2475247525	103	9926	1	98	1.0	1.0198019802	98.0	98.2772277228	ping
105	10122	1	98	1.0	1.02941176471	98.0	99.2352941176	103	9926	1	98	1.0	1.0198019802	98.0	98.2772277228	ping
105	10122	1	98	1.0	1.02941176471	98.0	99.2352941176	104	10024	1	98	1.0	1.01960784314	98.0	98.2745098039	ping
106	10220	1	98	1.0	1.02912621359	98.0	99.2233009709	104	10024	1	98	1.0	1.01960784314	98.0	98.2745098039	ping
106	10220	1	98	1.0	1.02912621359	98.0	99.2233009709	105	10122	1	98	1.0	1.01941747573	98.0	98.2718446602	ping
107	10318	1	98	1.0	1.02884615385	98.0	99.2115384615	105	10122	1	98	1.0	1.01941747573	98.0	98.2718446602	ping
107	10318	1	98	1.0	1.02884615385	98.0	99.2115384615	106	10220	1	98	1.0	1.01923076923	98.0	98.2692307692	ping
108	10416	1	98	1.0	1.02857142857	98.0	99.2	106	10220	1	98	1.0	1.01923076923	98.0	98.2692307692	ping
108	10416	1	98	1.0	1.02857142857	98.0	99.2	107	10318	1	98	1.0	1.01904761905	98.0	98.2666666667	ping
110	10556	2	140	2.0	1.03773584906	140.0	99.5849056604	107	10318	1	98	1.0	1.01904761905	98.0	98.2666666667	ping
110	10556	2	140	2.0	1.03773584906	140.0	99.5849056604	109	10458	2	140	2.0	1.02830188679	140.0	98.6603773585	ping
111	10654	1	98	1.0	1.03738317757	98.0	99.5700934579	109	10458	2	140	2.0	1.02830188679	140.0	98.6603773585	ping
111	10654	1	98	1.0	1.03738317757	98.0	99.5700934579	110	10556	1	98	1.0	1.02803738318	98.0	98.6542056075	ping
112	10752	1	98	1.0	1.03703703704	98.0	99.5555555556	110	10556	1	98	1.0	1.02803738318	98.0	98.6542056075	ping
112	10752	1	98	1.0	1.03703703704	98.0	99.5555555556	111	10654	1	98	1.0	1.02777777778	98.0	98.6481481481	ping
113	10850	1	98	1.0	1.03669724771	98.0	99.5412844037	111	10654	1	98	1.0	1.02777777778	98.0	98.6481481481	ping
113	10850	1	98	1.0	1.03669724771	98.0	99.5412844037	112	10752	1	98	1.0	1.02752293578	98.0	98.6422018349	ping
114	10948	1	98	1.0	1.03636363636	98.0	99.5272727273	112	10752	1	98	1.0	1.02752293578	98.0	98.6422018349	ping
114	10948	1	98	1.0	1.03636363636	98.0	99.5272727273	113	10850	1	98	1.0	1.02727272727	98.0	98.6363636364	ping
