Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
371	32437	2	137	2.0	14.84	137.0	1297.48	368	24318	0	0	0.0	15.333333333333334	0.0	1013.25	telnet
371	32437	2	137	2.0	14.84	137.0	1297.48	370	24450	2	132	2.0	14.8	132.0	978.0	telnet
449	39095	78	6658	78.0	17.26923076923077	6658.0	1503.6538461538462	370	24450	2	132	2.0	14.8	132.0	978.0	telnet
449	39095	78	6658	78.0	17.26923076923077	6658.0	1503.6538461538462	447	29562	77	5112	77.0	17.192307692307693	5112.0	1137.0	telnet
609	53238	160	14143	160.0	22.555555555555557	14143.0	1971.7777777777778	447	29562	77	5112	77.0	17.192307692307693	5112.0	1137.0	telnet
609	53238	160	14143	160.0	22.555555555555557	14143.0	1971.7777777777778	607	40122	160	10560	160.0	22.48148148148148	10560.0	1486.0	telnet
687	60141	78	6903	78.0	24.535714285714285	6903.0	2147.8928571428573	607	40122	160	10560	160.0	22.48148148148148	10560.0	1486.0	telnet
687	60141	78	6903	78.0	24.535714285714285	6903.0	2147.8928571428573	685	45270	78	5148	78.0	24.464285714285715	5148.0	1616.7857142857142	telnet
718	62855	31	2714	31.0	24.75862068965517	2714.0	2167.4137931034484	685	45270	78	5148	78.0	24.464285714285715	5148.0	1616.7857142857142	telnet
718	62855	31	2714	31.0	24.75862068965517	2714.0	2167.4137931034484	716	47316	31	2046	31.0	24.689655172413794	2046.0	1631.5862068965516	telnet
860	75385	142	12530	142.0	28.666666666666668	12530.0	2512.8333333333335	716	47316	31	2046	31.0	24.689655172413794	2046.0	1631.5862068965516	telnet
860	75385	142	12530	142.0	28.666666666666668	12530.0	2512.8333333333335	858	56688	142	9372	142.0	28.6	9372.0	1889.6	telnet
932	81748	72	6363	72.0	30.06451612903226	6363.0	2637.032258064516	858	56688	142	9372	142.0	28.6	9372.0	1889.6	telnet
932	81748	72	6363	72.0	30.06451612903226	6363.0	2637.032258064516	930	61440	72	4752	72.0	30.0	4752.0	1981.9354838709678	telnet
1101	96745	169	14997	169.0	34.40625	14997.0	3023.28125	930	61440	72	4752	72.0	30.0	4752.0	1981.9354838709678	telnet
1101	96745	169	14997	169.0	34.40625	14997.0	3023.28125	1098	72528	168	11088	168.0	34.3125	11088.0	2266.5	telnet
1156	101608	55	4863	55.0	35.03030303030303	4863.0	3079.030303030303	1098	72528	168	11088	168.0	34.3125	11088.0	2266.5	telnet
1156	101608	55	4863	55.0	35.03030303030303	4863.0	3079.030303030303	1154	76224	56	3696	56.0	34.96969696969697	3696.0	2309.818181818182	telnet
1167	102596	11	988	11.0	34.3235294117647	988.0	3017.529411764706	1154	76224	56	3696	56.0	34.96969696969697	3696.0	2309.818181818182	telnet
1167	102596	11	988	11.0	34.3235294117647	988.0	3017.529411764706	1165	76950	11	726	11.0	34.26470588235294	726.0	2263.235294117647	telnet
1301	114461	134	11865	134.0	37.17142857142857	11865.0	3270.3142857142857	1165	76950	11	726	11.0	34.26470588235294	726.0	2263.235294117647	telnet
1301	114461	134	11865	134.0	37.17142857142857	11865.0	3270.3142857142857	1299	85794	134	8844	134.0	37.114285714285714	8844.0	2451.2571428571428	telnet
1370	120489	69	6028	69.0	38.05555555555556	6028.0	3346.9166666666665	1299	85794	134	8844	134.0	37.114285714285714	8844.0	2451.2571428571428	telnet
1370	120489	69	6028	69.0	38.05555555555556	6028.0	3346.9166666666665	1368	90348	69	4554	69.0	38.0	4554.0	2509.6666666666665	telnet
1442	126621	72	6132	72.0	38.972972972972975	6132.0	3422.189189189189	1368	90348	69	4554	69.0	38.0	4554.0	2509.6666666666665	telnet
1442	126621	72	6132	72.0	38.972972972972975	6132.0	3422.189189189189	1439	95064	71	4716	71.0	38.891891891891895	4716.0	2569.2972972972975	telnet
1606	141058	164	14437	164.0	42.26315789473684	14437.0	3712.0526315789475	1439	95064	71	4716	71.0	38.891891891891895	4716.0	2569.2972972972975	telnet
1606	141058	164	14437	164.0	42.26315789473684	14437.0	3712.0526315789475	1603	105888	164	10824	164.0	42.18421052631579	10824.0	2786.5263157894738	telnet
1735	152454	129	11396	129.0	44.48717948717949	11396.0	3909.076923076923	1603	105888	164	10824	164.0	42.18421052631579	10824.0	2786.5263157894738	telnet
1735	152454	129	11396	129.0	44.48717948717949	11396.0	3909.076923076923	1732	114402	129	8514	129.0	44.41025641025641	8514.0	2933.3846153846152	telnet
1758	154477	23	2023	23.0	43.95	2023.0	3861.925	1732	114402	129	8514	129.0	44.41025641025641	8514.0	2933.3846153846152	telnet
1758	154477	23	2023	23.0	43.95	2023.0	3861.925	1755	115920	23	1518	23.0	43.875	1518.0	2898.0	telnet
1758	154477	0	0	0.0	41.857142857142854	0.0	3678.0238095238096	1755	115920	23	1518	23.0	43.875	1518.0	2898.0	telnet
1758	154477	0	0	0.0	41.857142857142854	0.0	3678.0238095238096	1755	115920	0	0	0.0	41.785714285714285	0.0	2760.0	telnet
1829	160770	71	6293	0.0	43.54761904761905	0.0	3827.8571428571427	1755	115920	0	0	0.0	41.785714285714285	0.0	2760.0	telnet
1829	160770	71	6293	0.0	43.54761904761905	0.0	3827.8571428571427	1826	120606	71	4686	0.0	43.476190476190474	0.0	2871.5714285714284	telnet
1892	166320	63	5550	63.0	44.0	5550.0	3867.906976744186	1826	120606	71	4686	0.0	43.476190476190474	0.0	2871.5714285714284	telnet
1892	166320	63	5550	63.0	44.0	5550.0	3867.906976744186	1889	124764	63	4158	63.0	43.93023255813954	4158.0	2901.4883720930234	telnet
2017	177310	125	10990	62.5	44.82222222222222	5495.0	3940.222222222222	1889	124764	63	4158	63.0	43.93023255813954	4158.0	2901.4883720930234	telnet
2017	177310	125	10990	62.5	44.82222222222222	5495.0	3940.222222222222	2014	133014	125	8250	62.5	44.75555555555555	4125.0	2955.866666666667	telnet
2073	182252	56	4942	56.0	45.06521739130435	4942.0	3962.0	2014	133014	125	8250	62.5	44.75555555555555	4125.0	2955.866666666667	telnet
2073	182252	56	4942	56.0	45.06521739130435	4942.0	3962.0	2070	136710	56	3696	56.0	45.0	3696.0	2971.9565217391305	telnet
2073	182252	0	0	0.0	44.1063829787234	0.0	3877.7021276595747	2070	136710	56	3696	56.0	45.0	3696.0	2971.9565217391305	telnet
2073	182252	0	0	0.0	44.1063829787234	0.0	3877.7021276595747	2070	136710	0	0	0.0	44.04255319148936	0.0	2908.723404255319	telnet
2103	184868	30	2616	30.0	43.8125	2616.0	3851.4166666666665	2070	136710	0	0	0.0	44.04255319148936	0.0	2908.723404255319	telnet
2103	184868	30	2616	30.0	43.8125	2616.0	3851.4166666666665	2100	138690	30	1980	30.0	43.75	1980.0	2889.375	telnet
2130	187027	27	2159	27.0	43.46938775510204	2159.0	3816.877551020408	2100	138690	30	1980	30.0	43.75	1980.0	2889.375	telnet
2130	187027	27	2159	27.0	43.46938775510204	2159.0	3816.877551020408	2126	140436	26	1746	26.0	43.38775510204081	1746.0	2866.0408163265306	telnet
2140	187911	10	884	10.0	42.8	884.0	3758.22	2126	140436	26	1746	26.0	43.38775510204081	1746.0	2866.0408163265306	telnet
2140	187911	10	884	10.0	42.8	884.0	3758.22	2136	141096	10	660	10.0	42.72	660.0	2821.92	telnet
2140	187911	0	0	0.0	41.96078431372549	0.0	3684.529411764706	2136	141096	10	660	10.0	42.72	660.0	2821.92	telnet
2140	187911	0	0	0.0	41.96078431372549	0.0	3684.529411764706	2136	141096	0	0	0.0	41.88235294117647	0.0	2766.5882352941176	telnet
2140	187911	0	0	0.0	41.15384615384615	0.0	3613.673076923077	2136	141096	0	0	0.0	41.88235294117647	0.0	2766.5882352941176	telnet
2140	187911	0	0	0.0	41.15384615384615	0.0	3613.673076923077	2136	141096	0	0	0.0	41.07692307692308	0.0	2713.3846153846152	telnet
2140	187911	0	0	0.0	40.37735849056604	0.0	3545.490566037736	2136	141096	0	0	0.0	41.07692307692308	0.0	2713.3846153846152	telnet
2140	187911	0	0	0.0	40.37735849056604	0.0	3545.490566037736	2136	141096	0	0	0.0	40.301886792452834	0.0	2662.188679245283	telnet
2140	187911	0	0	0.0	39.629629629629626	0.0	3479.8333333333335	2136	141096	0	0	0.0	40.301886792452834	0.0	2662.188679245283	telnet
2140	187911	0	0	0.0	39.629629629629626	0.0	3479.8333333333335	2136	141096	0	0	0.0	39.55555555555556	0.0	2612.8888888888887	telnet
2140	187911	0	0	0.0	38.90909090909091	0.0	3416.5636363636363	2136	141096	0	0	0.0	39.55555555555556	0.0	2612.8888888888887	telnet
2140	187911	0	0	0.0	38.90909090909091	0.0	3416.5636363636363	2136	141096	0	0	0.0	38.836363636363636	0.0	2565.3818181818183	telnet
2166	190211	26	2300	26.0	38.67857142857143	2300.0	3396.625	2136	141096	0	0	0.0	38.836363636363636	0.0	2565.3818181818183	telnet
2166	190211	26	2300	26.0	38.67857142857143	2300.0	3396.625	2162	142812	26	1716	26.0	38.607142857142854	1716.0	2550.214285714286	telnet
2265	198929	99	8718	99.0	39.73684210526316	8718.0	3489.9824561403507	2162	142812	26	1716	26.0	38.607142857142854	1716.0	2550.214285714286	telnet
2265	198929	99	8718	99.0	39.73684210526316	8718.0	3489.9824561403507	2261	149346	99	6534	99.0	39.666666666666664	6534.0	2620.1052631578946	telnet
2354	206770	89	7841	89.0	40.58620689655172	7841.0	3565.0	2261	149346	99	6534	99.0	39.666666666666664	6534.0	2620.1052631578946	telnet
2354	206770	89	7841	89.0	40.58620689655172	7841.0	3565.0	2350	155220	89	5874	89.0	40.51724137931034	5874.0	2676.206896551724	telnet
2410	211667	56	4897	56.0	40.847457627118644	4897.0	3587.576271186441	2350	155220	89	5874	89.0	40.51724137931034	5874.0	2676.206896551724	telnet
2410	211667	56	4897	56.0	40.847457627118644	4897.0	3587.576271186441	2406	158916	56	3696	56.0	40.779661016949156	3696.0	2693.491525423729	telnet
2410	211667	0	0	0.0	40.166666666666664	0.0	3527.7833333333333	2406	158916	56	3696	56.0	40.779661016949156	3696.0	2693.491525423729	telnet
2410	211667	0	0	0.0	40.166666666666664	0.0	3527.7833333333333	2406	158916	0	0	0.0	40.1	0.0	2648.6	telnet
2410	211667	0	0	0.0	39.50819672131148	0.0	3469.9508196721313	2406	158916	0	0	0.0	40.1	0.0	2648.6	telnet
2410	211667	0	0	0.0	39.50819672131148	0.0	3469.9508196721313	2406	158916	0	0	0.0	39.442622950819676	0.0	2605.1803278688526	telnet
2410	211667	0	0	0.0	38.87096774193548	0.0	3413.983870967742	2406	158916	0	0	0.0	39.442622950819676	0.0	2605.1803278688526	telnet
2410	211667	0	0	0.0	38.87096774193548	0.0	3413.983870967742	2406	158916	0	0	0.0	38.806451612903224	0.0	2563.1612903225805	telnet
2410	211667	0	0	0.0	38.25396825396825	0.0	3359.7936507936506	2406	158916	0	0	0.0	38.806451612903224	0.0	2563.1612903225805	telnet
2410	211667	0	0	0.0	38.25396825396825	0.0	3359.7936507936506	2406	158916	0	0	0.0	38.19047619047619	0.0	2522.4761904761904	telnet
2412	211804	2	137	2.0	37.6875	137.0	3309.4375	2406	158916	0	0	0.0	38.19047619047619	0.0	2522.4761904761904	telnet
2412	211804	2	137	2.0	37.6875	137.0	3309.4375	2408	159048	2	132	2.0	37.625	132.0	2485.125	telnet
2469	216619	57	4815	57.0	37.98461538461538	4815.0	3332.6	2408	159048	2	132	2.0	37.625	132.0	2485.125	telnet
2469	216619	57	4815	57.0	37.98461538461538	4815.0	3332.6	2464	162774	56	3726	56.0	37.90769230769231	3726.0	2504.2153846153847	telnet
2469	216619	0	0	0.0	37.40909090909091	0.0	3282.1060606060605	2464	162774	56	3726	56.0	37.90769230769231	3726.0	2504.2153846153847	telnet
2469	216619	0	0	0.0	37.40909090909091	0.0	3282.1060606060605	2464	162774	0	0	0.0	37.333333333333336	0.0	2466.2727272727275	telnet
2469	216619	0	0	0.0	36.850746268656714	0.0	3233.1194029850744	2464	162774	0	0	0.0	37.333333333333336	0.0	2466.2727272727275	telnet
2469	216619	0	0	0.0	36.850746268656714	0.0	3233.1194029850744	2464	162774	0	0	0.0	36.776119402985074	0.0	2429.4626865671644	telnet
2469	216619	0	0	0.0	36.30882352941177	0.0	3185.573529411765	2464	162774	0	0	0.0	36.776119402985074	0.0	2429.4626865671644	telnet
2469	216619	0	0	0.0	36.30882352941177	0.0	3185.573529411765	2464	162774	0	0	0.0	36.23529411764706	0.0	2393.735294117647	telnet
2469	216619	0	0	0.0	35.78260869565217	0.0	3139.4057971014495	2464	162774	0	0	0.0	36.23529411764706	0.0	2393.735294117647	telnet
2469	216619	0	0	0.0	35.78260869565217	0.0	3139.4057971014495	2464	162774	0	0	0.0	35.710144927536234	0.0	2359.0434782608695	telnet
2469	216619	0	0	0.0	35.27142857142857	0.0	3094.557142857143	2464	162774	0	0	0.0	35.710144927536234	0.0	2359.0434782608695	telnet
2469	216619	0	0	0.0	35.27142857142857	0.0	3094.557142857143	2464	162774	0	0	0.0	35.2	0.0	2325.342857142857	telnet
2469	216619	0	0	0.0	34.774647887323944	0.0	3050.9718309859154	2464	162774	0	0	0.0	35.2	0.0	2325.342857142857	telnet
2469	216619	0	0	0.0	34.774647887323944	0.0	3050.9718309859154	2464	162774	0	0	0.0	34.70422535211268	0.0	2292.5915492957747	telnet
2526	221639	57	5020	57.0	35.083333333333336	5020.0	3078.3194444444443	2464	162774	0	0	0.0	34.70422535211268	0.0	2292.5915492957747	telnet
2526	221639	57	5020	57.0	35.083333333333336	5020.0	3078.3194444444443	2521	166536	57	3762	57.0	35.013888888888886	3762.0	2313.0	telnet
2634	231184	108	9545	108.0	36.082191780821915	9545.0	3166.904109589041	2521	166536	57	3762	57.0	35.013888888888886	3762.0	2313.0	telnet
2634	231184	108	9545	108.0	36.082191780821915	9545.0	3166.904109589041	2629	173664	108	7128	108.0	36.013698630136986	7128.0	2378.958904109589	telnet
2829	248380	195	17196	195.0	38.229729729729726	17196.0	3356.4864864864867	2629	173664	108	7128	108.0	36.013698630136986	7128.0	2378.958904109589	telnet
2829	248380	195	17196	195.0	38.229729729729726	17196.0	3356.4864864864867	2824	186534	195	12870	195.0	38.16216216216216	12870.0	2520.7297297297296	telnet
2870	251945	41	3565	41.0	38.266666666666666	3565.0	3359.266666666667	2824	186534	195	12870	195.0	38.16216216216216	12870.0	2520.7297297297296	telnet
2870	251945	41	3565	41.0	38.266666666666666	3565.0	3359.266666666667	2865	189240	41	2706	41.0	38.2	2706.0	2523.2	telnet
2931	257102	61	5157	61.0	38.56578947368421	5157.0	3382.9210526315787	2865	189240	41	2706	41.0	38.2	2706.0	2523.2	telnet
2931	257102	61	5157	61.0	38.56578947368421	5157.0	3382.9210526315787	2925	193230	60	3990	60.0	38.48684210526316	3990.0	2542.5	telnet
2999	263124	68	6022	68.0	38.94805194805195	6022.0	3417.194805194805	2925	193230	60	3990	60.0	38.48684210526316	3990.0	2542.5	telnet
2999	263124	68	6022	68.0	38.94805194805195	6022.0	3417.194805194805	2993	197718	68	4488	68.0	38.87012987012987	4488.0	2567.7662337662337	telnet
3060	268486	61	5362	61.0	39.23076923076923	5362.0	3442.128205128205	2993	197718	68	4488	68.0	38.87012987012987	4488.0	2567.7662337662337	telnet
3060	268486	61	5362	61.0	39.23076923076923	5362.0	3442.128205128205	3054	201744	61	4026	61.0	39.15384615384615	4026.0	2586.4615384615386	telnet
3066	269011	6	525	6.0	38.81012658227848	525.0	3405.2025316455697	3054	201744	61	4026	61.0	39.15384615384615	4026.0	2586.4615384615386	telnet
3066	269011	6	525	6.0	38.81012658227848	525.0	3405.2025316455697	3060	202140	6	396	6.0	38.734177215189874	396.0	2558.73417721519	telnet
3173	278428	107	9417	107.0	39.6625	9417.0	3480.35	3060	202140	6	396	6.0	38.734177215189874	396.0	2558.73417721519	telnet
3173	278428	107	9417	107.0	39.6625	9417.0	3480.35	3167	209202	107	7062	107.0	39.5875	7062.0	2615.025	telnet
3314	290851	141	12423	141.0	40.91358024691358	12423.0	3590.753086419753	3167	209202	107	7062	107.0	39.5875	7062.0	2615.025	telnet
3314	290851	141	12423	141.0	40.91358024691358	12423.0	3590.753086419753	3308	218508	141	9306	141.0	40.839506172839506	9306.0	2697.6296296296296	telnet
3331	292343	17	1492	17.0	40.6219512195122	1492.0	3565.1585365853657	3308	218508	141	9306	141.0	40.839506172839506	9306.0	2697.6296296296296	telnet
3331	292343	17	1492	17.0	40.6219512195122	1492.0	3565.1585365853657	3325	219630	17	1122	17.0	40.548780487804876	1122.0	2678.4146341463415	telnet
3425	300614	94	8271	94.0	41.265060240963855	8271.0	3621.855421686747	3325	219630	17	1122	17.0	40.548780487804876	1122.0	2678.4146341463415	telnet
3425	300614	94	8271	94.0	41.265060240963855	8271.0	3621.855421686747	3419	225834	94	6204	94.0	41.19277108433735	6204.0	2720.89156626506	telnet
3434	301417	9	803	9.0	40.88095238095238	803.0	3588.2976190476193	3419	225834	94	6204	94.0	41.19277108433735	6204.0	2720.89156626506	telnet
3434	301417	9	803	9.0	40.88095238095238	803.0	3588.2976190476193	3428	226428	9	594	9.0	40.80952380952381	594.0	2695.5714285714284	telnet
3434	301417	0	0	0.0	40.4	0.0	3546.0823529411764	3428	226428	9	594	9.0	40.80952380952381	594.0	2695.5714285714284	telnet
3434	301417	0	0	0.0	40.4	0.0	3546.0823529411764	3428	226428	0	0	0.0	40.32941176470588	0.0	2663.858823529412	telnet
3434	301417	0	0	0.0	39.93023255813954	0.0	3504.8488372093025	3428	226428	0	0	0.0	40.32941176470588	0.0	2663.858823529412	telnet
3434	301417	0	0	0.0	39.93023255813954	0.0	3504.8488372093025	3428	226428	0	0	0.0	39.86046511627907	0.0	2632.8837209302324	telnet
3434	301417	0	0	0.0	39.47126436781609	0.0	3464.5632183908046	3428	226428	0	0	0.0	39.86046511627907	0.0	2632.8837209302324	telnet
3434	301417	0	0	0.0	39.47126436781609	0.0	3464.5632183908046	3428	226428	0	0	0.0	39.40229885057471	0.0	2602.6206896551726	telnet
3434	301417	0	0	0.0	39.02272727272727	0.0	3425.193181818182	3428	226428	0	0	0.0	39.40229885057471	0.0	2602.6206896551726	telnet
3434	301417	0	0	0.0	39.02272727272727	0.0	3425.193181818182	3428	226428	0	0	0.0	38.95454545454545	0.0	2573.0454545454545	telnet
3434	301417	0	0	0.0	38.58426966292135	0.0	3386.7078651685392	3428	226428	0	0	0.0	38.95454545454545	0.0	2573.0454545454545	telnet
3434	301417	0	0	0.0	38.58426966292135	0.0	3386.7078651685392	3428	226428	0	0	0.0	38.51685393258427	0.0	2544.1348314606744	telnet
3434	301417	0	0	0.0	38.15555555555556	0.0	3349.0777777777776	3428	226428	0	0	0.0	38.51685393258427	0.0	2544.1348314606744	telnet
3434	301417	0	0	0.0	38.15555555555556	0.0	3349.0777777777776	3428	226428	0	0	0.0	38.08888888888889	0.0	2515.866666666667	telnet
3434	301417	0	0	0.0	37.73626373626374	0.0	3312.2747252747254	3428	226428	0	0	0.0	38.08888888888889	0.0	2515.866666666667	telnet
3434	301417	0	0	0.0	37.73626373626374	0.0	3312.2747252747254	3428	226428	0	0	0.0	37.67032967032967	0.0	2488.21978021978	telnet
3434	301417	0	0	0.0	37.32608695652174	0.0	3276.271739130435	3428	226428	0	0	0.0	37.67032967032967	0.0	2488.21978021978	telnet
3434	301417	0	0	0.0	37.32608695652174	0.0	3276.271739130435	3428	226428	0	0	0.0	37.26086956521739	0.0	2461.1739130434785	telnet
3434	301417	0	0	0.0	36.924731182795696	0.0	3241.043010752688	3428	226428	0	0	0.0	37.26086956521739	0.0	2461.1739130434785	telnet
3434	301417	0	0	0.0	36.924731182795696	0.0	3241.043010752688	3428	226428	0	0	0.0	36.86021505376344	0.0	2434.7096774193546	telnet
3436	301554	2	137	2.0	36.5531914893617	137.0	3208.021276595745	3428	226428	0	0	0.0	36.86021505376344	0.0	2434.7096774193546	telnet
3436	301554	2	137	2.0	36.5531914893617	137.0	3208.021276595745	3430	226560	2	132	2.0	36.48936170212766	132.0	2410.2127659574467	telnet
3535	310120	99	8566	99.0	37.21052631578947	8566.0	3264.4210526315787	3430	226560	2	132	2.0	36.48936170212766	132.0	2410.2127659574467	telnet
3535	310120	99	8566	99.0	37.21052631578947	8566.0	3264.4210526315787	3528	233058	98	6498	98.0	37.136842105263156	6498.0	2453.242105263158	telnet
3640	319382	105	9262	105.0	37.916666666666664	9262.0	3326.8958333333335	3528	233058	98	6498	98.0	37.136842105263156	6498.0	2453.242105263158	telnet
3640	319382	105	9262	105.0	37.916666666666664	9262.0	3326.8958333333335	3633	239988	105	6930	105.0	37.84375	6930.0	2499.875	telnet
3741	328304	101	8922	101.0	38.56701030927835	8922.0	3384.577319587629	3633	239988	105	6930	105.0	37.84375	6930.0	2499.875	telnet
