Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
60	4092	1	66	1.0	0.8955223880597015	66.0	61.07462686567164	2981	465270	1	71	1.0	44.492537313432834	71.0	6944.328358208955	voice
60	4092	1	66	1.0	0.8955223880597015	66.0	61.07462686567164	3038	473393	57	8123	57.0	44.6764705882353	8123.0	6961.661764705882	voice
69	4708	9	616	9.0	1.0147058823529411	616.0	69.23529411764706	3038	473393	57	8123	57.0	44.6764705882353	8123.0	6961.661764705882	voice
69	4708	9	616	9.0	1.0147058823529411	616.0	69.23529411764706	3087	481135	49	7742	49.0	44.73913043478261	7742.0	6972.971014492754	voice
69	4708	0	0	0.0	1.0	0.0	68.23188405797102	3087	481135	49	7742	49.0	44.73913043478261	7742.0	6972.971014492754	voice
69	4708	0	0	0.0	1.0	0.0	68.23188405797102	3136	488877	49	7742	49.0	44.8	7742.0	6983.957142857143	voice
69	4708	0	0	0.0	0.9857142857142858	0.0	67.25714285714285	3136	488877	49	7742	49.0	44.8	7742.0	6983.957142857143	voice
69	4708	0	0	0.0	0.9857142857142858	0.0	67.25714285714285	3184	496461	48	7584	48.0	44.84507042253521	7584.0	6992.408450704225	voice
69	4708	0	0	0.0	0.971830985915493	0.0	66.30985915492958	3184	496461	48	7584	48.0	44.84507042253521	7584.0	6992.408450704225	voice
69	4708	0	0	0.0	0.971830985915493	0.0	66.30985915492958	3233	504203	49	7742	49.0	44.90277777777778	7742.0	7002.819444444444	voice
69	4708	0	0	0.0	0.9583333333333334	0.0	65.38888888888889	3233	504203	49	7742	49.0	44.90277777777778	7742.0	7002.819444444444	voice
69	4708	0	0	0.0	0.9583333333333334	0.0	65.38888888888889	3282	511945	49	7742	49.0	44.95890410958904	7742.0	7012.945205479452	voice
69	4708	0	0	0.0	0.9452054794520548	0.0	64.4931506849315	3282	511945	49	7742	49.0	44.95890410958904	7742.0	7012.945205479452	voice
69	4708	0	0	0.0	0.9452054794520548	0.0	64.4931506849315	3331	519687	49	7742	49.0	45.013513513513516	7742.0	7022.7972972972975	voice
69	4708	0	0	0.0	0.9324324324324325	0.0	63.62162162162162	3331	519687	49	7742	49.0	45.013513513513516	7742.0	7022.7972972972975	voice
69	4708	0	0	0.0	0.9324324324324325	0.0	63.62162162162162	3380	527429	49	7742	49.0	45.06666666666667	7742.0	7032.386666666666	voice
69	4708	0	0	0.0	0.92	0.0	62.77333333333333	3380	527429	49	7742	49.0	45.06666666666667	7742.0	7032.386666666666	voice
69	4708	0	0	0.0	0.92	0.0	62.77333333333333	3428	535013	48	7584	48.0	45.10526315789474	7584.0	7039.644736842105	voice
69	4708	0	0	0.0	0.9078947368421053	0.0	61.94736842105263	3428	535013	48	7584	48.0	45.10526315789474	7584.0	7039.644736842105	voice
69	4708	0	0	0.0	0.9078947368421053	0.0	61.94736842105263	3477	542755	49	7742	49.0	45.15584415584416	7742.0	7048.766233766234	voice
69	4708	0	0	0.0	0.8961038961038961	0.0	61.142857142857146	3477	542755	49	7742	49.0	45.15584415584416	7742.0	7048.766233766234	voice
69	4708	0	0	0.0	0.8961038961038961	0.0	61.142857142857146	3493	545196	16	2441	16.0	44.782051282051285	2441.0	6989.692307692308	voice
70	4774	1	66	1.0	0.8974358974358975	66.0	61.205128205128204	3493	545196	16	2441	16.0	44.782051282051285	2441.0	6989.692307692308	voice
70	4774	1	66	1.0	0.8974358974358975	66.0	61.205128205128204	3535	550949	42	5753	42.0	44.74683544303797	5753.0	6974.037974683544	voice
79	5390	9	616	9.0	1.0	616.0	68.22784810126582	3535	550949	42	5753	42.0	44.74683544303797	5753.0	6974.037974683544	voice
79	5390	9	616	9.0	1.0	616.0	68.22784810126582	3584	558691	49	7742	49.0	44.8	7742.0	6983.6375	voice
79	5390	0	0	0.0	0.9875	0.0	67.375	3584	558691	49	7742	49.0	44.8	7742.0	6983.6375	voice
79	5390	0	0	0.0	0.9875	0.0	67.375	3633	566433	49	7742	49.0	44.851851851851855	7742.0	6993.0	voice
79	5390	0	0	0.0	0.9753086419753086	0.0	66.54320987654322	3633	566433	49	7742	49.0	44.851851851851855	7742.0	6993.0	voice
79	5390	0	0	0.0	0.9753086419753086	0.0	66.54320987654322	3681	574017	48	7584	48.0	44.890243902439025	7584.0	7000.207317073171	voice
79	5390	0	0	0.0	0.9634146341463414	0.0	65.73170731707317	3681	574017	48	7584	48.0	44.890243902439025	7584.0	7000.207317073171	voice
79	5390	0	0	0.0	0.9634146341463414	0.0	65.73170731707317	3730	581759	49	7742	49.0	44.93975903614458	7742.0	7009.144578313253	voice
79	5390	0	0	0.0	0.9518072289156626	0.0	64.93975903614458	3730	581759	49	7742	49.0	44.93975903614458	7742.0	7009.144578313253	voice
79	5390	0	0	0.0	0.9518072289156626	0.0	64.93975903614458	3779	589501	49	7742	49.0	44.98809523809524	7742.0	7017.869047619048	voice
79	5390	0	0	0.0	0.9404761904761905	0.0	64.16666666666667	3779	589501	49	7742	49.0	44.98809523809524	7742.0	7017.869047619048	voice
79	5390	0	0	0.0	0.9404761904761905	0.0	64.16666666666667	3827	597085	48	7584	48.0	45.023529411764706	7584.0	7024.529411764706	voice
79	5390	0	0	0.0	0.9294117647058824	0.0	63.411764705882355	3827	597085	48	7584	48.0	45.023529411764706	7584.0	7024.529411764706	voice
79	5390	0	0	0.0	0.9294117647058824	0.0	63.411764705882355	3876	604827	49	7742	49.0	45.06976744186046	7742.0	7032.872093023256	voice
79	5390	0	0	0.0	0.9186046511627907	0.0	62.674418604651166	3876	604827	49	7742	49.0	45.06976744186046	7742.0	7032.872093023256	voice
79	5390	0	0	0.0	0.9186046511627907	0.0	62.674418604651166	3925	612569	49	7742	49.0	45.11494252873563	7742.0	7041.022988505747	voice
79	5390	0	0	0.0	0.9080459770114943	0.0	61.95402298850575	3925	612569	49	7742	49.0	45.11494252873563	7742.0	7041.022988505747	voice
79	5390	0	0	0.0	0.9080459770114943	0.0	61.95402298850575	3974	620311	49	7742	49.0	45.15909090909091	7742.0	7048.988636363636	voice
79	5390	0	0	0.0	0.8977272727272727	0.0	61.25	3974	620311	49	7742	49.0	45.15909090909091	7742.0	7048.988636363636	voice
79	5390	0	0	0.0	0.8977272727272727	0.0	61.25	3992	623068	18	2757	18.0	44.853932584269664	2757.0	7000.76404494382	voice
80	5456	1	66	1.0	0.898876404494382	66.0	61.30337078651685	3992	623068	18	2757	18.0	44.853932584269664	2757.0	7000.76404494382	voice
80	5456	1	66	1.0	0.898876404494382	66.0	61.30337078651685	4031	628439	39	5371	39.0	44.78888888888889	5371.0	6982.655555555555	voice
89	6072	9	616	9.0	0.9888888888888889	616.0	67.46666666666667	4031	628439	39	5371	39.0	44.78888888888889	5371.0	6982.655555555555	voice
89	6072	9	616	9.0	0.9888888888888889	616.0	67.46666666666667	4080	636181	49	7742	49.0	44.83516483516483	7742.0	6991.0	voice
89	6072	0	0	0.0	0.978021978021978	0.0	66.72527472527473	4080	636181	49	7742	49.0	44.83516483516483	7742.0	6991.0	voice
89	6072	0	0	0.0	0.978021978021978	0.0	66.72527472527473	4129	643923	49	7742	49.0	44.880434782608695	7742.0	6999.163043478261	voice
89	6072	0	0	0.0	0.967391304347826	0.0	66.0	4129	643923	49	7742	49.0	44.880434782608695	7742.0	6999.163043478261	voice
89	6072	0	0	0.0	0.967391304347826	0.0	66.0	4178	651665	49	7742	49.0	44.924731182795696	7742.0	7007.1505376344085	voice
89	6072	0	0	0.0	0.956989247311828	0.0	65.29032258064517	4178	651665	49	7742	49.0	44.924731182795696	7742.0	7007.1505376344085	voice
89	6072	0	0	0.0	0.956989247311828	0.0	65.29032258064517	4227	659407	49	7742	49.0	44.96808510638298	7742.0	7014.968085106383	voice
89	6072	0	0	0.0	0.9468085106382979	0.0	64.59574468085107	4227	659407	49	7742	49.0	44.96808510638298	7742.0	7014.968085106383	voice
89	6072	0	0	0.0	0.9468085106382979	0.0	64.59574468085107	4275	666991	48	7584	48.0	45.0	7584.0	7020.957894736842	voice
89	6072	0	0	0.0	0.9368421052631579	0.0	63.915789473684214	4275	666991	48	7584	48.0	45.0	7584.0	7020.957894736842	voice
89	6072	0	0	0.0	0.9368421052631579	0.0	63.915789473684214	4324	674733	49	7742	49.0	45.041666666666664	7742.0	7028.46875	voice
89	6072	0	0	0.0	0.9270833333333334	0.0	63.25	4324	674733	49	7742	49.0	45.041666666666664	7742.0	7028.46875	voice
89	6072	0	0	0.0	0.9270833333333334	0.0	63.25	4373	682475	49	7742	49.0	45.08247422680412	7742.0	7035.8247422680415	voice
89	6072	0	0	0.0	0.9175257731958762	0.0	62.597938144329895	4373	682475	49	7742	49.0	45.08247422680412	7742.0	7035.8247422680415	voice
89	6072	0	0	0.0	0.9175257731958762	0.0	62.597938144329895	4422	690217	49	7742	49.0	45.12244897959184	7742.0	7043.030612244898	voice
89	6072	0	0	0.0	0.9081632653061225	0.0	61.95918367346939	4422	690217	49	7742	49.0	45.12244897959184	7742.0	7043.030612244898	voice
89	6072	0	0	0.0	0.9081632653061225	0.0	61.95918367346939	4471	697959	49	7742	49.0	45.16161616161616	7742.0	7050.090909090909	voice
