Forward Packets,Forward Bytes,Delta Forward Packets,Delta Forward Bytes,Forward Instantaneous Packets per Second,Forward Average Packets per second,Forward Instantaneous Bytes per Second,Forward Average Bytes per second,Reverse Packets,Reverse Bytes,Delta Reverse Packets,Delta Reverse Bytes,DeltaReverse Instantaneous Packets per Second,Reverse Average Packets per second,Reverse Instantaneous Bytes per Second,Reverse Average Bytes per second,Traffic Type
3798,250707,0,0,0,271.285714285714,0,17907.6428571429,0,0,0,0,0,0,0,0,game
4737,413044,24,2067,24,364.384615384615,2067,31772.6153846154,0,0,0,0,0,0,0,0,game
3798,250707,0,0,0,271.285714285714,0,17907.6428571429,0,0,0,0,0,0,0,0,game
4761,415057,24,2013,24,340.071428571429,2013,29646.9285714286,0,0,0,0,0,0,0,0,game
3799,250773,1,66,1,253.266666666667,66,16718.2,0,0,0,0,0,0,0,0,game
4761,415057,24,2013,24,340.071428571429,2013,29646.9285714286,0,0,0,0,0,0,0,0,game
3799,250773,1,66,1,253.266666666667,66,16718.2,0,0,0,0,0,0,0,0,game
4766,415473,5,416,5,317.733333333333,416,27698.2,0,0,0,0,0,0,0,0,game
3799,250773,0,0,0,237.4375,0,15673.3125,0,0,0,0,0,0,0,0,game
4766,415473,5,416,5,317.733333333333,416,27698.2,0,0,0,0,0,0,0,0,game
3799,250773,0,0,0,237.4375,0,15673.3125,0,0,0,0,0,0,0,0,game
4766,415473,0,0,0,297.875,0,25967.0625,0,0,0,0,0,0,0,0,game
3799,250773,0,0,0,223.470588235294,0,14751.3529411765,0,0,0,0,0,0,0,0,game
4766,415473,0,0,0,297.875,0,25967.0625,0,0,0,0,0,0,0,0,game
3799,250773,0,0,0,223.470588235294,0,14751.3529411765,0,0,0,0,0,0,0,0,game
4766,415473,0,0,0,280.352941176471,0,24439.5882352941,0,0,0,0,0,0,0,0,game
3799,250773,0,0,0,211.055555555556,0,13931.8333333333,0,0,0,0,0,0,0,0,game
4766,415473,0,0,0,280.352941176471,0,24439.5882352941,0,0,0,0,0,0,0,0,game
3799,250773,0,0,0,211.055555555556,0,13931.8333333333,0,0,0,0,0,0,0,0,game
4766,415473,0,0,0,264.777777777778,0,23081.8333333333,0,0,0,0,0,0,0,0,game
3809,251455,10,682,10,200.473684210526,682,13234.4736842105,0,0,0,0,0,0,0,0,game
4766,415473,0,0,0,264.777777777778,0,23081.8333333333,0,0,0,0,0,0,0,0,game
3809,251455,10,682,10,200.473684210526,682,13234.4736842105,0,0,0,0,0,0,0,0,game
4796,417886,30,2413,30,252.421052631579,2413,21994,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,190.45,0,12572.75,0,0,0,0,0,0,0,0,game
4796,417886,30,2413,30,252.421052631579,2413,21994,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,190.45,0,12572.75,0,0,0,0,0,0,0,0,game
4820,419916,24,2030,24,241,2030,20995.8,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,181.380952380952,0,11974.0476190476,0,0,0,0,0,0,0,0,game
4820,419916,24,2030,24,241,2030,20995.8,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,181.380952380952,0,11974.0476190476,0,0,0,0,0,0,0,0,game
4840,421649,20,1733,20,230.47619047619,1733,20078.5238095238,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,173.136363636364,0,11429.7727272727,0,0,0,0,0,0,0,0,game
4840,421649,20,1733,20,230.47619047619,1733,20078.5238095238,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,173.136363636364,0,11429.7727272727,0,0,0,0,0,0,0,0,game
4864,423674,24,2025,24,221.090909090909,2025,19257.9090909091,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,165.608695652174,0,10932.8260869565,0,0,0,0,0,0,0,0,game
4864,423674,24,2025,24,221.090909090909,2025,19257.9090909091,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,165.608695652174,0,10932.8260869565,0,0,0,0,0,0,0,0,game
4885,425496,21,1822,21,212.391304347826,1822,18499.8260869565,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,158.708333333333,0,10477.2916666667,0,0,0,0,0,0,0,0,game
4885,425496,21,1822,21,212.391304347826,1822,18499.8260869565,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,158.708333333333,0,10477.2916666667,0,0,0,0,0,0,0,0,game
4909,427506,24,2010,24,204.541666666667,2010,17812.75,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,152.36,0,10058.2,0,0,0,0,0,0,0,0,game
4909,427506,24,2010,24,204.541666666667,2010,17812.75,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,152.36,0,10058.2,0,0,0,0,0,0,0,0,game
4933,429556,24,2050,24,197.32,2050,17182.24,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,146.5,0,9671.34615384616,0,0,0,0,0,0,0,0,game
4933,429556,24,2050,24,197.32,2050,17182.24,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,146.5,0,9671.34615384616,0,0,0,0,0,0,0,0,game
4958,431628,25,2072,25,190.692307692308,2072,16601.0769230769,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,141.074074074074,0,9313.14814814815,0,0,0,0,0,0,0,0,game
4958,431628,25,2072,25,190.692307692308,2072,16601.0769230769,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,141.074074074074,0,9313.14814814815,0,0,0,0,0,0,0,0,game
4981,433624,23,1996,23,184.481481481481,1996,16060.1481481481,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,136.035714285714,0,8980.53571428571,0,0,0,0,0,0,0,0,game
4981,433624,23,1996,23,184.481481481481,1996,16060.1481481481,0,0,0,0,0,0,0,0,game
3809,251455,0,0,0,136.035714285714,0,8980.53571428571,0,0,0,0,0,0,0,0,game
5005,435637,24,2013,24,178.75,2013,15558.4642857143,0,0,0,0,0,0,0,0,game
3810,251521,1,66,1,131.379310344828,66,8673.13793103448,0,0,0,0,0,0,0,0,game
5005,435637,24,2013,24,178.75,2013,15558.4642857143,0,0,0,0,0,0,0,0,game
3810,251521,1,66,1,131.379310344828,66,8673.13793103448,0,0,0,0,0,0,0,0,game
5011,436151,6,514,6,172.793103448276,514,15039.6896551724,0,0,0,0,0,0,0,0,game
3810,251521,0,0,0,127,0,8384.03333333333,0,0,0,0,0,0,0,0,game
5011,436151,6,514,6,172.793103448276,514,15039.6896551724,0,0,0,0,0,0,0,0,game
3810,251521,0,0,0,127,0,8384.03333333333,0,0,0,0,0,0,0,0,game
5011,436151,0,0,0,167.033333333333,0,14538.3666666667,0,0,0,0,0,0,0,0,game
3810,251521,0,0,0,122.903225806452,0,8113.58064516129,0,0,0,0,0,0,0,0,game
5011,436151,0,0,0,167.033333333333,0,14538.3666666667,0,0,0,0,0,0,0,0,game
3810,251521,0,0,0,122.903225806452,0,8113.58064516129,0,0,0,0,0,0,0,0,game
5011,436151,0,0,0,161.645161290323,0,14069.3870967742,0,0,0,0,0,0,0,0,game
3810,251521,0,0,0,119.0625,0,7860.03125,0,0,0,0,0,0,0,0,game
5011,436151,0,0,0,161.645161290323,0,14069.3870967742,0,0,0,0,0,0,0,0,game
3810,251521,0,0,0,119.0625,0,7860.03125,0,0,0,0,0,0,0,0,game
5011,436151,0,0,0,156.59375,0,13629.71875,0,0,0,0,0,0,0,0,game
3820,252203,10,682,10,115.757575757576,682,7642.51515151515,0,0,0,0,0,0,0,0,game
5011,436151,0,0,0,156.59375,0,13629.71875,0,0,0,0,0,0,0,0,game
3820,252203,10,682,10,115.757575757576,682,7642.51515151515,0,0,0,0,0,0,0,0,game
5040,438395,29,2244,29,152.727272727273,2244,13284.696969697,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,112.352941176471,0,7417.73529411765,0,0,0,0,0,0,0,0,game
5040,438395,29,2244,29,152.727272727273,2244,13284.696969697,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,112.352941176471,0,7417.73529411765,0,0,0,0,0,0,0,0,game
5065,440459,25,2064,25,148.970588235294,2064,12954.6764705882,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,109.142857142857,0,7205.8,0,0,0,0,0,0,0,0,game
5065,440459,25,2064,25,148.970588235294,2064,12954.6764705882,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,109.142857142857,0,7205.8,0,0,0,0,0,0,0,0,game
5089,442468,24,2009,24,145.4,2009,12641.9428571429,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,106.111111111111,0,7005.63888888889,0,0,0,0,0,0,0,0,game
5089,442468,24,2009,24,145.4,2009,12641.9428571429,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,106.111111111111,0,7005.63888888889,0,0,0,0,0,0,0,0,game
5113,444515,24,2047,24,142.027777777778,2047,12347.6388888889,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,103.243243243243,0,6816.2972972973,0,0,0,0,0,0,0,0,game
5113,444515,24,2047,24,142.027777777778,2047,12347.6388888889,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,103.243243243243,0,6816.2972972973,0,0,0,0,0,0,0,0,game
5137,446607,24,2092,24,138.837837837838,2092,12070.4594594595,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,100.526315789474,0,6636.92105263158,0,0,0,0,0,0,0,0,game
5137,446607,24,2092,24,138.837837837838,2092,12070.4594594595,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,100.526315789474,0,6636.92105263158,0,0,0,0,0,0,0,0,game
5161,448672,24,2065,24,135.815789473684,2065,11807.1578947368,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,97.9487179487179,0,6466.74358974359,0,0,0,0,0,0,0,0,game
5161,448672,24,2065,24,135.815789473684,2065,11807.1578947368,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,97.9487179487179,0,6466.74358974359,0,0,0,0,0,0,0,0,game
5185,450735,24,2063,24,132.948717948718,2063,11557.3076923077,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,95.5,0,6305.075,0,0,0,0,0,0,0,0,game
5185,450735,24,2063,24,132.948717948718,2063,11557.3076923077,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,95.5,0,6305.075,0,0,0,0,0,0,0,0,game
5209,452744,24,2009,24,130.225,2009,11318.6,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,93.1707317073171,0,6151.29268292683,0,0,0,0,0,0,0,0,game
5209,452744,24,2009,24,130.225,2009,11318.6,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,93.1707317073171,0,6151.29268292683,0,0,0,0,0,0,0,0,game
5233,454710,24,1966,24,127.634146341463,1966,11090.487804878,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,90.952380952381,0,6004.83333333333,0,0,0,0,0,0,0,0,game
5233,454710,24,1966,24,127.634146341463,1966,11090.487804878,0,0,0,0,0,0,0,0,game
3820,252203,0,0,0,90.952380952381,0,6004.83333333333,0,0,0,0,0,0,0,0,game
5258,456889,25,2179,25,125.190476190476,2179,10878.3095238095,0,0,0,0,0,0,0,0,game
3821,252269,1,66,1,88.8604651162791,66,5866.72093023256,0,0,0,0,0,0,0,0,game
5258,456889,25,2179,25,125.190476190476,2179,10878.3095238095,0,0,0,0,0,0,0,0,game
3821,252269,1,66,1,88.8604651162791,66,5866.72093023256,0,0,0,0,0,0,0,0,game
5264,457381,6,492,6,122.418604651163,492,10636.7674418605,0,0,0,0,0,0,0,0,game
3821,252269,0,0,0,86.8409090909091,0,5733.38636363636,0,0,0,0,0,0,0,0,game
5264,457381,6,492,6,122.418604651163,492,10636.7674418605,0,0,0,0,0,0,0,0,game
3821,252269,0,0,0,86.8409090909091,0,5733.38636363636,0,0,0,0,0,0,0,0,game
5264,457381,0,0,0,119.636363636364,0,10395.0227272727,0,0,0,0,0,0,0,0,game
3821,252269,0,0,0,84.9111111111111,0,5605.97777777778,0,0,0,0,0,0,0,0,game
5264,457381,0,0,0,119.636363636364,0,10395.0227272727,0,0,0,0,0,0,0,0,game
3821,252269,0,0,0,84.9111111111111,0,5605.97777777778,0,0,0,0,0,0,0,0,game
5264,457381,0,0,0,116.977777777778,0,10164.0222222222,0,0,0,0,0,0,0,0,game
3821,252269,0,0,0,83.0652173913044,0,5484.10869565217,0,0,0,0,0,0,0,0,game
5264,457381,0,0,0,116.977777777778,0,10164.0222222222,0,0,0,0,0,0,0,0,game
3821,252269,0,0,0,83.0652173913044,0,5484.10869565217,0,0,0,0,0,0,0,0,game
5264,457381,0,0,0,114.434782608696,0,9943.0652173913,0,0,0,0,0,0,0,0,game
3831,252951,10,682,10,81.5106382978724,682,5381.93617021277,0,0,0,0,0,0,0,0,game
5264,457381,0,0,0,114.434782608696,0,9943.0652173913,0,0,0,0,0,0,0,0,game
3831,252951,10,682,10,81.5106382978724,682,5381.93617021277,0,0,0,0,0,0,0,0,game
5293,459691,29,2310,29,112.617021276596,2310,9780.65957446809,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,79.8125,0,5269.8125,0,0,0,0,0,0,0,0,game
5293,459691,29,2310,29,112.617021276596,2310,9780.65957446809,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,79.8125,0,5269.8125,0,0,0,0,0,0,0,0,game
5316,461659,23,1968,23,110.75,1968,9617.89583333333,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,78.1836734693878,0,5162.26530612245,0,0,0,0,0,0,0,0,game
5316,461659,23,1968,23,110.75,1968,9617.89583333333,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,78.1836734693878,0,5162.26530612245,0,0,0,0,0,0,0,0,game
5339,463609,23,1950,23,108.959183673469,1950,9461.40816326531,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,76.62,0,5059.02,0,0,0,0,0,0,0,0,game
5339,463609,23,1950,23,108.959183673469,1950,9461.40816326531,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,76.62,0,5059.02,0,0,0,0,0,0,0,0,game
5363,465690,24,2081,24,107.26,2081,9313.8,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,75.1176470588235,0,4959.82352941177,0,0,0,0,0,0,0,0,game
5363,465690,24,2081,24,107.26,2081,9313.8,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,75.1176470588235,0,4959.82352941177,0,0,0,0,0,0,0,0,game
5387,467770,24,2080,24,105.627450980392,2080,9171.96078431373,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,73.6730769230769,0,4864.44230769231,0,0,0,0,0,0,0,0,game
5387,467770,24,2080,24,105.627450980392,2080,9171.96078431373,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,73.6730769230769,0,4864.44230769231,0,0,0,0,0,0,0,0,game
5411,469844,24,2074,24,104.057692307692,2074,9035.46153846154,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,72.2830188679245,0,4772.66037735849,0,0,0,0,0,0,0,0,game
5411,469844,24,2074,24,104.057692307692,2074,9035.46153846154,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,72.2830188679245,0,4772.66037735849,0,0,0,0,0,0,0,0,game
5435,471828,24,1984,24,102.547169811321,1984,8902.41509433962,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,70.9444444444444,0,4684.27777777778,0,0,0,0,0,0,0,0,game
5435,471828,24,1984,24,102.547169811321,1984,8902.41509433962,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,70.9444444444444,0,4684.27777777778,0,0,0,0,0,0,0,0,game
5459,473984,24,2156,24,101.092592592593,2156,8777.48148148148,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,69.6545454545455,0,4599.10909090909,0,0,0,0,0,0,0,0,game
5459,473984,24,2156,24,101.092592592593,2156,8777.48148148148,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,69.6545454545455,0,4599.10909090909,0,0,0,0,0,0,0,0,game
5470,474949,11,965,11,99.4545454545455,965,8635.43636363636,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,68.4107142857143,0,4516.98214285714,0,0,0,0,0,0,0,0,game
5470,474949,11,965,11,99.4545454545455,965,8635.43636363636,0,0,0,0,0,0,0,0,game
3831,252951,0,0,0,68.4107142857143,0,4516.98214285714,0,0,0,0,0,0,0,0,game
5494,476945,24,1996,24,98.1071428571429,1996,8516.875,0,0,0,0,0,0,0,0,game
3832,253017,1,66,1,67.2280701754386,66,4438.89473684211,0,0,0,0,0,0,0,0,game
5494,476945,24,1996,24,98.1071428571429,1996,8516.875,0,0,0,0,0,0,0,0,game
3832,253017,1,66,1,67.2280701754386,66,4438.89473684211,0,0,0,0,0,0,0,0,game
5501,477509,7,564,7,96.5087719298246,564,8377.35087719298,0,0,0,0,0,0,0,0,game
3832,253017,0,0,0,66.0689655172414,0,4362.36206896552,0,0,0,0,0,0,0,0,game
5501,477509,7,564,7,96.5087719298246,564,8377.35087719298,0,0,0,0,0,0,0,0,game
3832,253017,0,0,0,66.0689655172414,0,4362.36206896552,0,0,0,0,0,0,0,0,game
5501,477509,0,0,0,94.8448275862069,0,8232.91379310345,0,0,0,0,0,0,0,0,game
3832,253017,0,0,0,64.9491525423729,0,4288.42372881356,0,0,0,0,0,0,0,0,game
5501,477509,0,0,0,94.8448275862069,0,8232.91379310345,0,0,0,0,0,0,0,0,game
3832,253017,0,0,0,64.9491525423729,0,4288.42372881356,0,0,0,0,0,0,0,0,game
5501,477509,0,0,0,93.2372881355932,0,8093.37288135593,0,0,0,0,0,0,0,0,game
3832,253017,0,0,0,63.8666666666667,0,4216.95,0,0,0,0,0,0,0,0,game
5501,477509,0,0,0,93.2372881355932,0,8093.37288135593,0,0,0,0,0,0,0,0,game
3832,253017,0,0,0,63.8666666666667,0,4216.95,0,0,0,0,0,0,0,0,game
5501,477509,0,0,0,91.6833333333333,0,7958.48333333333,0,0,0,0,0,0,0,0,game
3842,253699,10,682,10,62.9836065573771,682,4159,0,0,0,0,0,0,0,0,game
5501,477509,0,0,0,91.6833333333333,0,7958.48333333333,0,0,0,0,0,0,0,0,game
3842,253699,10,682,10,62.9836065573771,682,4159,0,0,0,0,0,0,0,0,game
5527,479513,26,2004,26,90.6065573770492,2004,7860.86885245902,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,61.9677419354839,0,4091.91935483871,0,0,0,0,0,0,0,0,game
5527,479513,26,2004,26,90.6065573770492,2004,7860.86885245902,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,61.9677419354839,0,4091.91935483871,0,0,0,0,0,0,0,0,game
5551,481624,24,2111,24,89.5322580645161,2111,7768.12903225807,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,60.984126984127,0,4026.96825396825,0,0,0,0,0,0,0,0,game
5551,481624,24,2111,24,89.5322580645161,2111,7768.12903225807,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,60.984126984127,0,4026.96825396825,0,0,0,0,0,0,0,0,game
5573,483490,22,1866,22,88.4603174603175,1866,7674.44444444444,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,60.03125,0,3964.046875,0,0,0,0,0,0,0,0,game
5573,483490,22,1866,22,88.4603174603175,1866,7674.44444444444,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,60.03125,0,3964.046875,0,0,0,0,0,0,0,0,game
5597,485571,24,2081,24,87.453125,2081,7587.046875,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,59.1076923076923,0,3903.06153846154,0,0,0,0,0,0,0,0,game
5597,485571,24,2081,24,87.453125,2081,7587.046875,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,59.1076923076923,0,3903.06153846154,0,0,0,0,0,0,0,0,game
5622,487699,25,2128,25,86.4923076923077,2128,7503.06153846154,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,58.2121212121212,0,3843.92424242424,0,0,0,0,0,0,0,0,game
5622,487699,25,2128,25,86.4923076923077,2128,7503.06153846154,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,58.2121212121212,0,3843.92424242424,0,0,0,0,0,0,0,0,game
5645,489606,23,1907,23,85.530303030303,1907,7418.27272727273,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,57.3432835820896,0,3786.55223880597,0,0,0,0,0,0,0,0,game
5645,489606,23,1907,23,85.530303030303,1907,7418.27272727273,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,57.3432835820896,0,3786.55223880597,0,0,0,0,0,0,0,0,game
5669,491661,24,2055,24,84.6119402985075,2055,7338.22388059702,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,56.5,0,3730.86764705882,0,0,0,0,0,0,0,0,game
5669,491661,24,2055,24,84.6119402985075,2055,7338.22388059702,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,56.5,0,3730.86764705882,0,0,0,0,0,0,0,0,game
5693,493657,24,1996,24,83.7205882352941,1996,7259.66176470588,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,55.6811594202899,0,3676.79710144928,0,0,0,0,0,0,0,0,game
5693,493657,24,1996,24,83.7205882352941,1996,7259.66176470588,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,55.6811594202899,0,3676.79710144928,0,0,0,0,0,0,0,0,game
5717,495760,24,2103,24,82.8550724637681,2103,7184.92753623188,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,54.8857142857143,0,3624.27142857143,0,0,0,0,0,0,0,0,game
5717,495760,24,2103,24,82.8550724637681,2103,7184.92753623188,0,0,0,0,0,0,0,0,game
3842,253699,0,0,0,54.8857142857143,0,3624.27142857143,0,0,0,0,0,0,0,0,game
5741,497782,24,2022,24,82.0142857142857,2022,7111.17142857143,0,0,0,0,0,0,0,0,game
3843,253765,1,66,1,54.1267605633803,66,3574.15492957746,0,0,0,0,0,0,0,0,game
5741,497782,24,2022,24,82.0142857142857,2022,7111.17142857143,0,0,0,0,0,0,0,0,game
3843,253765,1,66,1,54.1267605633803,66,3574.15492957746,0,0,0,0,0,0,0,0,game
5748,498355,7,573,7,80.9577464788732,573,7019.08450704225,0,0,0,0,0,0,0,0,game
3843,253765,0,0,0,53.375,0,3524.51388888889,0,0,0,0,0,0,0,0,game
5748,498355,7,573,7,80.9577464788732,573,7019.08450704225,0,0,0,0,0,0,0,0,game
3843,253765,0,0,0,53.375,0,3524.51388888889,0,0,0,0,0,0,0,0,game
5748,498355,0,0,0,79.8333333333333,0,6921.59722222222,0,0,0,0,0,0,0,0,game
3843,253765,0,0,0,52.6438356164384,0,3476.23287671233,0,0,0,0,0,0,0,0,game
5748,498355,0,0,0,79.8333333333333,0,6921.59722222222,0,0,0,0,0,0,0,0,game
3843,253765,0,0,0,52.6438356164384,0,3476.23287671233,0,0,0,0,0,0,0,0,game
